"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
CA007,서울특별시,관악구,특별시도,,광신길,3,서울특별시 관악구 광신길 111,,37.46394813,126.925534,합실어린이집,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
CA008,서울특별시,관악구,특별시도,,호암로,3,서울특별시 관악구 호암로 545,,37.466451,126.931148,미림어린이집 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
CB001,서울특별시,관악구,특별시도,,관악로11길,3,서울특별시 관악구 관악로11길 20,,37.47798901,126.9510262,관악구청 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
CB014,서울특별시,관악구,특별시도,,광신길,3,서울특별시 관악구 광신길 141,,37.4644762,126.9259406,명성유치원,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
CE023,서울특별시,관악구,특별시도,,난곡로,3,서울특별시 관악구 난곡로 249,,37.47617498,126.9155517,미성동주민센터 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
CF001,서울특별시,관악구,특별시도,,문성로,3,서울특별시 관악구 문성로 206,,37.479082,126.9266092,금샘아트빌 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D2021,서울특별시,관악구,특별시도,,대학6길,3,서울특별시 관악구대학6길 25,,37.46897791,126.9362768,고시촌 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D2027,서울특별시,관악구,특별시도,,미성3길,3,서울특별시 관악구 미성3길 20,,37.473674,126.916948,신림동부센트레빌아파트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D2038,서울특별시,관악구,특별시도,,호암로,3,서울특별시 관악구 호암로 528,,37.464708,126.931716,농협하나로마트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D2054,서울특별시,관악구,특별시도,,성현로,3,,서울특별시 관악구 봉천동 1712-10,37.49162926,126.9510485,구암중학교 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D2055,서울특별시,관악구,특별시도,,신림로71길,3,서울특별시 관악구 신림로71길 46,,37.48809529,126.9258288,성은교회 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D2071,서울특별시,관악구,특별시도,,은천로,3,서울특별시 관악구 은천로 28,,37.48592467,126.9383804,봉일스파랜드 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D2091,서울특별시,관악구,특별시도,,청림길,3,,서울특별시 관악구 봉천동 13-52,37.488451,126.959003,서희스타힐스 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D3009,서울특별시,관악구,특별시도,,낙성대로,3,서울특별시 관악구낙성대로3길 37,,37.47306735,126.9603152,관악구민종합체육센터 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D3014,서울특별시,관악구,특별시도,,남현길,3,서울특별시 관악구 남현길 55,,37.47432966,126.976236,예촌어린이공원 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D3029,서울특별시,관악구,특별시도,,양지길,3,서울특별시 관악구 양지길 91,,37.469403,126.930756,신일주차장 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D3050,서울특별시,관악구,특별시도,,신림동길,3,서울특별시 관악구 신림동길 6,,37.487527,126.928088,서울집앞 사거리 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D3068,서울특별시,관악구,특별시도,,난곡로65길,3,서울특별시 관악구 난곡로65길 2,,37.48250014,126.914027,난곡로65길 2 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D3073,서울특별시,관악구,특별시도,,관악로,3,서울특별시 관악구 관악로 211,,37.48419585,126.9543274,봉천중앙시장 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
D3097,서울특별시,관악구,특별시도,,문성로16가길,3,서울특별시 관악구 문성로16가길 1,,37.47669349,126.9136439,미성중학교 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA011,서울특별시,관악구,특별시도,,신림로,3,서울특별시 관악구 신림로 210,,37.47613413,126.937523,은성온누리약국 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA017,서울특별시,관악구,특별시도,,은천로,3,서울특별시 관악구은천로33길 12,,37.48728232,126.9522251,동부센트레빌 정문 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA032,서울특별시,관악구,특별시도,,관악로24길,3,서울특별시 관악구 관악로24길 60,서울특별시 관악구 봉천동 20-20,37.48540666,126.9573,우성APT 101동 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA039,서울특별시,관악구,특별시도,,청룡1길,3,서울특별시 관악구 청룡1길 2,,37.48109218,126.9464702,짐박스피트니스 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA043,서울특별시,관악구,특별시도,,봉천로,3,서울특별시 관악구 봉천로 590,서울특별시 관악구 봉천동 1631-1,37.476571,126.9626056,봉천로 590 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA049,서울특별시,관악구,특별시도,,관천로,3,,서울특별시 관악구 신림동 1463-69,37.48508771,126.9252453,관천로 64 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA052,서울특별시,관악구,특별시도,,조원로2길,3,,서울특별시 관악구 신림동 1676-5,37.482877,126.9025001,미성아파트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA060,서울특별시,관악구,특별시도,,난곡로26길,3,,서울특별시 관악구 신림동 637-20,37.470626,126.9202334,우림시장 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA067,서울특별시,관악구,특별시도,,남부순환로,3,,서울특별시 관악구 신림동 10-471,37.48350649,126.9348835,강강술래 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA068,서울특별시,관악구,특별시도,,행운9길,3,,서울특별시 관악구 봉천동 1706-4,37.48423791,126.9594139,월드메르디앙101동 삼거리 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DA075,서울특별시,관악구,특별시도,,서림길,3,,서울특별시 관악구 신림동 103-27,37.47228905,126.9404634,이화빌딩 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DB009,서울특별시,관악구,특별시도,,구암5길,3,서울특별시 관악구 구암5길 20,,37.490053,126.9468864,구암초등학교,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DB017,서울특별시,관악구,특별시도,,행운1길,3,서울특별시 관악구 행운1길 131,,37.48447737,126.956147,오거리 시장 내,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DC013,서울특별시,관악구,특별시도,,난향길,3,서울특별시 관악구 난향길 4,,37.463015,126.9187049,수경온누리약국 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DC016,서울특별시,관악구,특별시도,,과천대로,3,,서울특별시 관악구 남현동 1061-39,37.47439153,126.981789,사당역 4번출구 르메이에르 앞,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DC027,서울특별시,관악구,특별시도,,원신2길,3,서울특별시 관악구 원신1길 30,서울특별시 관악구 신림동 808-142,37.47051857,126.9328988,진미순대국 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DC075,서울특별시,관악구,특별시도,,행운1길,3,서울특별시 관악구 행운1길 37,,37.480335,126.9572548,행운동주민센터 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DC080,서울특별시,관악구,특별시도,,복은길,3,서울특별시 관악구 복은길 129-13,서울특별시 관악구 신림동 98-401,37.47553,126.94233,바라본아파트부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DD010,서울특별시,관악구,특별시도,,남현6길,3,서울특별시 관악구 남현6길 27,,37.47377788,126.9749175,사당초등학교,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DD033,서울특별시,관악구,특별시도,,성현로,3,,서울특별시 관악구 봉천동 1712-5,37.49276407,126.948602,관악드림타운 149동과 구암중학교,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DD034,서울특별시,관악구,특별시도,,성현로,3,서울특별시 관악구 성현로 16,,37.49261836,126.945533,성현동성당 맞은편 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DD035,서울특별시,관악구,특별시도,,은천로,3,,서울특별시 관악구 봉천동 738-368,37.48634014,126.9556144,은천삼거리 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DD051,서울특별시,관악구,특별시도,,시흥대로,3,서울특별시 관악구 시흥대로 570,,37.48353993,126.9024674,연세W산부인과 구로점 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DD058,서울특별시,관악구,특별시도,,쑥고개로,3,서울특별시 관악구 쑥고개로86,,37.47915735,126.9460516,성락약국 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE035,서울특별시,관악구,특별시도,,남부순환로,3,,서울특별시 관악구신림동 75-43,37.48417722,126.9305316,신림역1번출구 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE049,서울특별시,관악구,특별시도,,당곡길,3,서울특별시 관악구 당곡길 20,,37.490029,126.9292103,새마을금고 앞,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE050,서울특별시,관악구,특별시도,,신림동 산,3,,서울특별시 관악구 신림동 산 199-1,37.47824,126.918976,난곡터널 앞,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE051,서울특별시,관악구,특별시도,,보라매로,3,서울특별시 관악구 보라매로 30,,37.492218,126.9270262,맞은편,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE052,서울특별시,관악구,특별시도,,신림로,3,서울특별시 관악구 신림로 301,,37.48134662,126.9297669,오장동흥남집 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE053,서울특별시,관악구,특별시도,,신림로,3,서울특별시 관악구 신림로 264,,37.47868554,126.9326448,하나로마트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE054,서울특별시,관악구,특별시도,,은천로,3,서울특별시 관악구 은천로 93,,37.48728083,126.945265,벽산블루밍 정문 주변,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE055,서울특별시,관악구,특별시도,,난곡로,3,서울특별시 관악구 난곡로 327,,37.48317461,126.9139958,박산부인과 앞,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE056,서울특별시,관악구,특별시도,,난곡로,3,서울특별시 관악구 난곡로 297,,37.48052159,126.9144974,박산부인과 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE057,서울특별시,관악구,특별시도,,난곡로,3,서울특별시 관악구 난곡로 269,,37.47809475,126.9150367,난곡우체국 주변,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE058,서울특별시,관악구,특별시도,,난곡로46길,3,서울특별시 관악구 난곡로46길 16-19,,37.47624234,126.9162656,미성동주민센터 맞은편,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE059,서울특별시,관악구,특별시도,,난곡로,3,서울특별시 관악구 난곡로 213,,37.47368707,126.9177955,조인트힐 병원 앞,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DE060,서울특별시,관악구,특별시도,,난곡로24길,3,서울특별시 관악구 난곡로24길 2,,37.46981687,126.9202861,앞 보도 관악보건분소 주변,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DH049,서울특별시,관악구,특별시도,,관천로,3,서울특별시 관악구 관천로 109,,37.48788,126.9217,세봉빌딩 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
DH086,서울특별시,관악구,특별시도,,시흥대로164길,3,서울특별시 관악구 시흥대로164길 27,,37.48201,126.90286,문성어린이집,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G0001,서울특별시,관악구,특별시도,,난곡로49길,3,서울특별시 관악구 난곡로49길 20,,37.477272,126.914298,강동연립2차 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G0004,서울특별시,관악구,특별시도,,난곡로43길,3,,서울특별시 관악구 신림동 749-10,37.47559379,126.9141792,난곡로43길 26 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G0007,서울특별시,관악구,특별시도,,남부순환로168길,3,서울특별시 관악구남부순환로168길 46,,37.48084632,126.9242818,GS25 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G5002,서울특별시,관악구,특별시도,,남부순환로156길,3,,서울특별시 관악구 신림동 1642-4,37.48143937,126.9192382,성보중학교 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G5003,서울특별시,관악구,특별시도,,남부순환로152길,3,,서울특별시 관악구 신림동 1642-4,37.48143937,126.9192382,럭키슈퍼 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G5005,서울특별시,관악구,특별시도,,남부순환로152길,3,,서울특별시 관악구 신림동 1642-4,37.48143937,126.9192382,호림박물관 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G5011,서울특별시,관악구,특별시도,,남부순환로144길,3,,서울특별시 관악구 신림동 1493-6,37.480709,126.9121996,초원빌라 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G5012,서울특별시,관악구,특별시도,,남부순환로144길,3,,서울특별시 관악구 신림동 1493-5,37.47925294,126.9121501,갈릴리교회 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G6001,서울특별시,관악구,특별시도,,신사로10길,3,,서울특별시 관악구 신림동 513,37.48465873,126.9157562,이재옥헤어부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G6002,서울특별시,관악구,특별시도,,난곡로74길,3,,서울특별시 관악구 신림동 516-4,37.486064,126.914994,새빛어린이공원부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G6003,서울특별시,관악구,특별시도,,신사로10길,3,,서울특별시 관악구 신림동 502-44,37.48645444,126.9148556,새빛어린이집 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G6005,서울특별시,관악구,특별시도,,신사로20길,3,,서울특별시 관악구 신림동 495,37.48826196,126.9175283,리치빌리지 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G6007,서울특별시,관악구,특별시도,,관천로15길,3,,서울특별시 관악구 신림동 470,37.48647053,126.9200373,신사요양원 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G6010,서울특별시,관악구,특별시도,,조원로,3,서울특별시 관악구 조원로 143,서울특별시 관악구 신림동 480-2,37.48573609,126.918164,신사동주민센터 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G8001,서울특별시,관악구,특별시도,,남부순환로161나길,3,,서울특별시 관악구 신림동 483,37.48466164,126.9208156,남부초등학교 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G8002,서울특별시,관악구,특별시도,,남부순환로163길,3,,서울특별시 관악구 신림동 463,37.48465728,126.9228428,남부초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G8005,서울특별시,관악구,특별시도,,조원로13길,3,,서울특별시 관악구 신림동 1728,37.48478,126.9104368,제창그로힐아파트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G8006,서울특별시,관악구,특별시도,,조원로19길,3,,서울특별시 관악구 신림동 533,37.48465899,126.9126284,삼하빌라 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G8007,서울특별시,관악구,특별시도,,조원로13길,3,,서울특별시 관악구 신림동 533,37.48465899,126.9126284,제창그로힐아파트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G8008,서울특별시,관악구,특별시도,,조원로13길,3,,서울특별시 관악구 신림동 533,37.48465899,126.9126284,제창그로힐아파트부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G8009,서울특별시,관악구,특별시도,,조원로13길,3,,서울특별시 관악구 신림동 533,37.48465899,126.9126284,진헤어 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G8010,서울특별시,관악구,특별시도,,신사로,3,서울특별시 관악구 신사로 82,서울특별시 관악구 신림동 534-1,37.485748,126.9118733,아데나아파트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G8011,서울특별시,관악구,특별시도,,난곡로75길,3,서울특별시 관악구 난곡로75길 7,서울특별시 관악구 신림동 519-14,37.485679,126.9133119,해피레지던스 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G9001,서울특별시,관악구,특별시도,,신사로,3,서울특별시 관악구신사로 34,,37.48460685,126.9069789,연꽃스튜디오 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G9004,서울특별시,관악구,특별시도,,관천로15길,3,서울특별시 관악구 관천로15길 82,서울특별시 관악구 신림동 479-14,37.486146,126.9180608,신사동 주민센터 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G9006,서울특별시,관악구,특별시도,,관천로11길,3,,서울특별시 관악구 신림동 487-23,37.4833846,126.9193233,진주아트빌 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G9007,서울특별시,관악구,특별시도,,남부순환로157길,3,,서울특별시 관악구 신림동 505,37.48466744,126.916537,반석빌라 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G9008,서울특별시,관악구,특별시도,,남부순환로153길,3,,서울특별시 관악구 신림동 526-24,37.48302887,126.9174062,신사동성베드로성당 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
G9009,서울특별시,관악구,특별시도,,남부순환로153길,3,,서울특별시 관악구 신림동 513,37.48465873,126.9157562,신사동제1공영주차장 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
JA005,서울특별시,관악구,특별시도,,청림3길,3,,서울특별시 관악구 봉천동 1717-11,37.48842804,126.9617458,서희스타힐스 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
K2002,서울특별시,관악구,특별시도,,신림로59길,3,서울특별시 관악구신림로59길 23,,37.483061,126.9287739,삼모스포렉스 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N0001,서울특별시,관악구,특별시도,,신림로,3,,서울특별시 관악구 신림동 1425-25,37.48753063,126.9290698,희망찬안과 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N1001,서울특별시,관악구,특별시도,,신원로,3,,서울특별시 관악구 신림동 1642-10,37.48030786,126.9301286,동부아파트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N1002,서울특별시,관악구,특별시도,,난곡로,3,,서울특별시 관악구 신림동 607-12,37.47428544,126.9180585,세이브마트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N1003,서울특별시,관악구,특별시도,,신원로,3,,서울특별시 관악구 신림동 1642-7,37.48277655,126.9275257,삼모스포렉스 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N2003,서울특별시,관악구,특별시도,,쑥고개로,3,서울특별시 관악구 쑥고개로 51,서울특별시 관악구 봉천동 1528-15,37.479709,126.942114,으뜸한의원 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N3001,서울특별시,관악구,특별시도,,신림로3가길,3,,서울특별시 관악구 신림동 805,37.46859478,126.9453759,CU 편의점 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N6001,서울특별시,관악구,특별시도,,신림로,3,,서울특별시 관악구 신림동 1642-9,37.48144301,126.9299794,신림역3번 출구 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N6002,서울특별시,관악구,특별시도,,남부순환로,3,,서울특별시 관악구 신림동 1433-88,37.484209,126.9277064,신림역5번 출구 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N6003,서울특별시,관악구,특별시도,,신림로,3,,서울특별시 관악구 신림동 808-393,37.47753459,126.936285,신림2교 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N6004,서울특별시,관악구,특별시도,,과천대로,3,,서울특별시 관악구 남현동 1061-29,37.47534057,126.981414,사당역5번 출구 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N7001,서울특별시,관악구,특별시도,,양녕로,3,,서울특별시 관악구 봉천동 899-37,37.48579287,126.9468355,현대시장 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N7002,서울특별시,관악구,특별시도,,신사로,3,,서울특별시 관악구 신림동 500,37.48803135,126.9150216,진양빌딩 지구대 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N7003,서울특별시,관악구,특별시도,,은천로,3,,서울특별시 관악구 봉천동 982-4,37.48630166,126.9371877,봉일시장 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N7004,서울특별시,관악구,특별시도,,난곡로34길,3,,서울특별시 관악구 신림동 617-8,37.47269963,126.9193201,우리들약국 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N7005,서울특별시,관악구,특별시도,,신림로,3,,서울특별시 관악구 신림동 266,37.470624,126.9374953,CU편의점 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N7006,서울특별시,관악구,특별시도,,난곡로,3,,서울특별시 관악구 신림동 502,37.48647921,126.91359,신대방역 난곡방향 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8001,서울특별시,관악구,특별시도,,남현1길,3,서울특별시 관악구 남현1길 2,서울특별시 관악구 남현동 1126,37.47562374,126.9777226,남현주차장 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8002,서울특별시,관악구,특별시도,,낙성대로,3,,서울특별시 관악구 봉천동 302-5,37.47614145,126.959213,인헌초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8003,서울특별시,관악구,특별시도,,인헌길,3,서울특별시 관악구 인헌길 40,서울특별시 관악구 봉천동 1639-9,37.473747,126.9665878,매일약국 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8004,서울특별시,관악구,특별시도,,봉천로,3,,서울특별시 관악구 봉천동 1693-48,37.47456184,126.966498,CU편의점 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8005,서울특별시,관악구,특별시도,,문성로,3,,서울특별시 관악구 신림동 1642-16,37.47894929,126.9253342,CU편의점 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8006,서울특별시,관악구,특별시도,,조원로,3,서울특별시 관악구 조원로 123,서울특별시 관악구 신림동 503-35,37.48531038,126.9159054,갈보리교회 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8007,서울특별시,관악구,특별시도,,난우길,3,,서울특별시 관악구 신림동 882-1,37.47559835,126.91674,난우초교 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8008,서울특별시,관악구,특별시도,,조원중앙로,3,,서울특별시 관악구 신림동 1675-12,37.48052866,126.9044974,BS빌딩 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8009,서울특별시,관악구,특별시도,,호암로24길,3,,서울특별시 관악구 신림동 1540,37.46912809,126.9352713,국민은행 건너편 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N8010,서울특별시,관악구,특별시도,,문성로,3,,서울특별시 관악구 신림동 746-42,37.47724481,126.9136082,라이프아파트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N9001-5,서울특별시,관악구,특별시도,,인헌6길,3,서울특별시 관악구 인헌6길 16,,37.47407,126.9660073,우리은행 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N9002,서울특별시,관악구,특별시도,,남부순환로,3,서울특별시 관악구 남부순환로 1430,,37.47923845,126.90904,신림푸르지오 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
N9003,서울특별시,관악구,특별시도,,남현1길,3,서울특별시 관악구 남현1길 50,서울특별시 관악구 남현동 1062-12,37.47575596,126.9801395,시립남서울미술관 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
NA001,서울특별시,관악구,특별시도,,신림로,3,,서울특별시 관악구 신림동 1641-16,37.48257543,126.9302529,청암두산위브아파트 부근,4,0,,,,,서울특별시 관악구청,02-879-6962,2023-09-04
