"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
N111,서울특별시,금천구,특별시도,,가산로,3,서울특별시 금천구 가산로113,서울특별시 금천구 가산동 152-28,37.475792,126.892987,가산로113 두산아파트,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N112,서울특별시,금천구,특별시도,,범안로,3,서울특별시 금천구 범안로 1194,서울특별시 금천구 독산동 293-28,37.46653338,126.8944991,범안로1194 화로구이,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N113,서울특별시,금천구,특별시도,,독산로,3,서울특별시 금천구 독산로353,서울특별시 금천구 독산동 995-1,37.478375,126.903742,독산로353 KT구로지사부근,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N114,서울특별시,금천구,특별시도,,금하로,3,서울특별시 금천구 금하로717,서울특별시 금천구 시흥동 1000-124,37.450634,126.909732,금하로717 에벤에셀프라자,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N115,서울특별시,금천구,특별시도,,독산로,3,서울특별시 금천구 독산로238-1,서울특별시 금천구 독산동 1081-15,37.468161,126.902123,독산로238-1 독산4동사무소,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N116,서울특별시,금천구,특별시도,,금하로,3,서울특별시 금천구 금하로668,서울특별시 금천구 시흥동 1000-81,37.45339807,126.9041186,금하로668 금빛공원,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N117,서울특별시,금천구,특별시도,,금하로,3,서울특별시 금천구 금하로635,서울특별시 금천구 시흥동 1000-52,37.454741,126.901792,금하로635 홍콩반점,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N118,서울특별시,금천구,특별시도,,범안로,3,서울특별시 금천구 범안로1209,서울특별시 금천구 독산동 293-28,37.466505,126.896161,범안로1209 e편한세상독산,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N119,서울특별시,금천구,특별시도,,범안로,3,서울특별시 금천구 범안로1138,서울특별시 금천구 가산동 677,37.46626645,126.8883629,범안로1138 독산역2번출구앞,4,0,,,,2016,서울특별시 금천구청,02-2627-1763,2023-08-23
N120,서울특별시,금천구,특별시도,,가산디지털1로,3,서울특별시 금천구 가산디지털1로165,서울특별시 금천구 가산동 371-9,37.48023462,126.8816942,가산디지털1로165 맥도날드,4,0,,,,2016,서울특별시 금천구청,02-2627-1763,2023-08-23
N121,서울특별시,금천구,특별시도,,디지털로,3,서울특별시 금천구 디지털로193,서울특별시 금천구 가산동 60-35,37.478165,126.887836,디지털로193 마리오아울렛,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N122,서울특별시,금천구,특별시도,,독산로,3,서울특별시 금천구 독산로16,서울특별시 금천구 시흥동 1000-137,37.448931,126.904735,독산로 16 곰마트,4,0,,,2,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N123,서울특별시,금천구,특별시도,,금하로,3,서울특별시 금천구 금하로694,서울특별시 금천구 시흥동 1000-101,37.45164034,126.9074153,금하로 694 은행공원맞은편,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N124,서울특별시,금천구,특별시도,,벚꽃로,3,서울특별시 금천구 벚꽃로254,서울특별시 금천구 가산동 60-35,37.47711136,126.8849777,벚꽃로 254 벽산디지털밸리삼거리,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N125,서울특별시,금천구,특별시도,,문성로,3,서울특별시 금천구 문성로14-1,서울특별시 금천구 독산동 890,37.476384,126.905205,문성로14-1 청호센트레빌,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N126,서울특별시,금천구,특별시도,,독산로,3,서울특별시 금천구 독산로335-1,서울특별시 금천구 독산동 995-5,37.476741,126.903585,독산로335-1 제일목재맞은편,4,0,,,,2016,서울특별시 금천구청,02-2627-1763,2023-08-23
N127,서울특별시,금천구,특별시도,,가산로,3,서울특별시 금천구 가산로7,서울특별시 금천구 독산동 193-32,37.470909,126.902008,가산로7 예수비전교회,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N128,서울특별시,금천구,특별시도,,범안로,3,서울특별시 금천구 범안로1256,서울특별시 금천구 독산동 1081-16,37.466429,126.901711,범안로1256 일공공일안경점,4,0,,,2,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N129,서울특별시,금천구,특별시도,,독산로,3,서울특별시 금천구 독산로41,서울특별시 금천구 시흥동 1000-118,37.450842,126.905848,독산로41 은행나무확장도로,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N130,서울특별시,금천구,특별시도,,시흥대로48길,3,서울특별시 금천구 은행나무로12,서울특별시 금천구 시흥동 1000-116,37.45019704,126.9039009,은행나무로12 경동택배,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N131,서울특별시,금천구,특별시도,,벚꽃로,3,서울특별시 금천구 벚꽃로286,서울특별시 금천구 가산동 50-6,37.480473,126.883438,벚꽃로286 가산디지털단지역앞,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N132,서울특별시,금천구,특별시도,,금하로24다길,3,서울특별시 금천구 금하로24다길50,서울특별시 금천구 시흥동 401-3,37.446707,126.910185,금하로24다길50 시흥계곡입구,4,0,,,,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N133,서울특별시,금천구,특별시도,,시흥대로40길,3,서울특별시 금천구 시흥대로40길42,서울특별시 금천구 시흥동 1000-146,37.447451,126.906016,시흥대로40길42 영일빌라앞,4,0,,,2,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N134,서울특별시,금천구,특별시도,,시흥대로40길,3,서울특별시 금천구 시흥대로40길93,서울특별시 금천구 시흥동 산 71-63,37.44678131,126.9084595,시흥대로40길93 자연유아원앞,4,0,,,2,2015,서울특별시 금천구청,02-2627-1763,2023-08-23
N135,서울특별시,금천구,특별시도,,독산로50길,3,서울특별시 금천구 독산로50길60,서울특별시 금천구 시흥동 1000-3,37.462526,126.907659,독산로50길60 한울중학교,4,0,,,2,2016,서울특별시 금천구청,02-2627-1763,2023-08-23
N136,서울특별시,금천구,특별시도,,디지털로9길,3,서울특별시 금천구 디지털로9길90,서울특별시 금천구 가산동 121-58,37.48199614,126.8863327,디지털로9길90 블랙야크,4,0,,,,2016,서울특별시 금천구청,02-2627-1763,2023-08-23
N137,서울특별시,금천구,특별시도,,가산로9길,3,서울특별시 금천구 가산로9길54,서울특별시 금천구 가산동 219-14,37.47598957,126.8896599,가산로9길54 LG전자,4,0,,,2,2016,서울특별시 금천구청,02-2627-1763,2023-08-23
N138,서울특별시,금천구,특별시도,,시흥대로40길,3,서울특별시 금천구 시흥대로40마길1,서울특별시 금천구 시흥동 산 71-52,37.447218,126.907628,시흥대로40마길1,4,0,,,2,2016,서울특별시 금천구청,02-2627-1763,2023-08-23
N139,서울특별시,금천구,특별시도,,금하로24길,3,서울특별시 금천구 금하로24길2,서울특별시 금천구 시흥동 1000-124,37.451067,126.908533,금하로24길2 카멜리아맞은편,4,0,,,,2016,서울특별시 금천구청,02-2627-1763,2023-08-23
N140,서울특별시,금천구,특별시도,,독산로,3,서울특별시 금천구 독산로105,서울특별시 금천구 시흥동 1000-32,37.456867,126.905491,독산로105 동산교회,4,0,,,,2017,서울특별시 금천구청,02-2627-1763,2023-08-23
N141,서울특별시,금천구,특별시도,,금하로,3,서울특별시 금천구 금하로750,서울특별시 금천구 시흥동 270-1,37.45007791,126.912945,금하로750 우방아파트,4,0,,,,2017,서울특별시 금천구청,02-2627-1763,2023-08-23
N142,서울특별시,금천구,특별시도,,두산로,3,서울특별시 금천구 두산로75,서울특별시 금천구 독산동 289-16,37.47073406,126.8967329,두산로75 빅마켓,4,0,,,,2018,서울특별시 금천구청,02-2627-1763,2023-08-23
N143,서울특별시,금천구,특별시도,,독산로,3,서울특별시 금천구 독산로178,서울특별시 금천구 독산동 1081-20,37.46293737,126.9039156,독산로178 독산2동주민센터,4,0,,,,2018,서울특별시 금천구청,02-2627-1763,2023-08-23
N144,서울특별시,금천구,특별시도,,시흥대로,3,서울특별시 금천구 시흥대로244,서울특별시 금천구 시흥동 1000-35,37.4556269,126.8999862,시흥대로244 희명병원,4,0,,,,2018,서울특별시 금천구청,02-2627-1763,2023-08-23
N145,서울특별시,금천구,특별시도,,시흥대로79길,3,서울특별시 금천구 시흥대로79길,서울특별시 금천구 독산동 1152-6,37.45807499,126.896886,시흥대로 도하어린이공원,4,0,,,2,2019,서울특별시 금천구청,02-2627-1763,2023-08-23
N146,서울특별시,금천구,특별시도,,두산로14길,3,서울특별시 금천구 두산로14길,서울특별시 금천구 독산동 287-8,37.46961778,126.8978536,두산로14길 가산중학교 앞,4,0,,,,2019,서울특별시 금천구청,02-2627-1763,2023-08-23
N147,서울특별시,금천구,특별시도,,호암로,3,,서울특별시 금천구 시흥동 1013-12,37.44788464,126.9203272,호암로 터널방향,4,0,,,,2019,서울특별시 금천구청,02-2627-1763,2023-08-23
N148,서울특별시,금천구,특별시도,,가산로,3,서울특별시 금천구 가산로 99,서울특별시 금천구 가산동 152-27,37.4765356,126.8906539,가산로 가산테라타워 교차로 앞,4,0,,,2,2020,서울특별시 금천구청,02-2627-1763,2023-08-23
N149,서울특별시,금천구,특별시도,,벚꽃로38길,3,서울특별시 금천구 벚꽃로38길 29,서울특별시 금천구 가산동 42-5,37.48232335,126.8846235,벚꽃로 먹거리촌 앞 회전교차로,4,0,,,2,2020,서울특별시 금천구청,02-2627-1763,2023-08-23
N150,서울특별시,금천구,특별시도,,독산로85길,3,서울특별시 금천구 독산로85길 36,서울특별시 금천구 독산동 989,37.47256276,126.9015929,독산 오르페움타워 앞,4,0,,,,2020,서울특별시 금천구청,02-2627-1763,2023-08-23
N151,서울특별시,금천구,특별시도,,가산디지털2로,3,서울특별시 금천구 가산디지털2로 40,서울특별시 금천구 가산동 327-4,37.47227683,126.8833393,홍주 인터내셔널 앞 사거리,4,0,,,,2020,서울특별시 금천구청,02-2627-1763,2023-08-23
N152,서울특별시,금천구,특별시도,,가산디지털1로,3,서울특별시 금천구 가산디지털1로 83,서울특별시 금천구 가산동 345-13,37.47322077,126.8842986,파트너스타워1차 앞 삼거리,4,0,,,,2020,서울특별시 금천구청,02-2627-1763,2023-08-23
N153,서울특별시,금천구,특별시도,,가산디지털2로,3,서울특별시 금천구 가산디지털2로 165,서울특별시 금천구 가산동 459-22,37.48243138,126.8774639,백상스타타워2차 앞 사거리,4,0,,,,2020,서울특별시 금천구청,02-2627-1763,2023-08-23
N154,서울특별시,금천구,특별시도,,가산디지털1로,3,서울특별시 금천구 가산디지털1로 205,서울특별시 금천구 가산동 470-8,37.48393878,126.8795739,가산디지털1로  KCC 웰츠벨리 앞 삼거리,4,0,,,,2020,서울특별시 금천구청,02-2627-1763,2023-08-23
N155,서울특별시,금천구,특별시도,,시흥대로151길,3,서울특별시 금천구 시흥대로151길 45,서울특별시 금천구 가산동 148-1,37.47705419,126.8962169,시흥대로 덕산아파트상가 앞 사거리,4,0,,,2,2020,서울특별시 금천구청,02-2627-1763,2023-08-23
N156,서울특별시,금천구,특별시도,,독산로54길,3,서울특별시 금천구 독산로 87,서울특별시 금천구 시흥동 841-5,37.45514961,126.9057636,독산로 시흥초등학교 앞 삼거리,4,0,,,2,2020,서울특별시 금천구청,02-2627-1763,2023-08-23
N157,서울특별시,금천구,특별시도,,독산동 산,3,서울특별시 금천구 독산로54길 102,서울특별시 금천구 독산동 산 202-1,37.46755679,126.9089598,독산동 문교초등학교 정문 앞,4,0,,,2,2021,서울특별시 금천구청,02-2627-1763,2023-08-23
N158,서울특별시,금천구,특별시도,,벚꽃로18길,3,서울특별시 금천구 벚꽃로18길 33,서울특별시 금천구 독산동 999-11,37.46822619,126.8908158,벚꽃로18길 33 두산초등학교 후문 사거리,4,0,,,2,2021,서울특별시 금천구청,02-2627-1763,2023-08-23
N159,서울특별시,금천구,특별시도,,시흥대로,3,서울특별시 금천구 시흥대로 165,서울특별시 금천구 시흥동 1026,37.44614238,126.9010582,시흥대로 165 남서울힐스테이트 후문 앞,4,0,,,2,2021,서울특별시 금천구청,02-2627-1763,2023-08-23
N160,서울특별시,금천구,특별시도,,독산로54길,3,서울특별시 금천구 독산로54길 263,서울특별시 금천구 독산동 992-8,37.473621,126.905796,독산로54길 263 남문교회 삼거리 앞,4,0,,,2,2021,서울특별시 금천구청,02-2627-1763,2023-08-23
N161,서울특별시,금천구,특별시도,,독산로77,3,서울특별시 금천구 독산로77,서울특별시 금천구 시흥동 841-16,37.454324,126.905803,독산로77 시흥초등학교 삼거리 앞,4,0,,,2,2021,서울특별시 금천구청,02-2627-1763,2023-08-23
N162,서울특별시,금천구,특별시도,,독산로23길,3,서울특별시 금천구 독산로23길 26,서울특별시 금천구 시흥동 841-19,37.454821,126.904865,독산로23길 26 시흥초등학교 정문 앞,4,0,,,2,2021,서울특별시 금천구청,02-2627-1763,2023-08-23
N163,서울특별시,금천구,특별시도,,디지털로,3,서울특별시 금천구 디지털로 154,서울특별시 금천구 가산동 345-1,37.476387,126.884239,디지털로 154 롯데택배,4,0,,,,2022,서울특별시 금천구청,02-2627-1763,2023-08-23
N164,서울특별시,금천구,특별시도,,가산로,3,서울특별시 금천구 가산로99,서울특별시 금천구 가산동 769,37.476053,126.891719,가산로99 두산아파트,4,0,,,,2022,서울특별시 금천구청,02-2627-1763,2023-08-23
N165,서울특별시,금천구,특별시도,,독산로36길,3,서울특별시 금천구 독산로36길 7,서울특별시 금천구 시흥동 803-19,37.459199,126.905609,시흥4동 성당 앞,4,0,,,2,2023,서울특별시 금천구청,02-2627-1763,2023-08-23
N166,서울특별시,금천구,특별시도,,시흥대로40길,3,서울특별시 금천구 시흥대로40길 7,서울특별시 금천구 시흥동 936-8,37.447774,126.903984,성석장로교회 앞,4,0,,,2,2023,서울특별시 금천구청,02-2627-1763,2023-08-23
